date,mine_id,mine_name,altitude_m,distance_km,priority_level,item_id,item_name,unit_cost,holding_cost_factor,criticality,base_consumption,day_of_year,month,quarter,is_weekend,is_month_end,temperature_c,wind_speed_kmh,visibility_km,weather_state,demand_units
2025-12-05,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,339,12,4,0,0,7.42,27.7,5.47,white_wind,55
2025-12-06,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,340,12,4,1,0,8.2,22.39,5.13,cloudy,40
2025-12-07,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,341,12,4,1,0,4.56,36.59,0.5,white_wind,59
2025-12-08,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,342,12,4,0,0,5.14,24.78,5.55,cloudy,53
2025-12-09,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,343,12,4,0,0,5.86,23.47,11.28,cloudy,51
2025-12-10,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,344,12,4,0,0,5.05,16.49,10.96,clear,47
2025-12-11,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,345,12,4,0,0,8.91,20.35,7.58,cloudy,49
2025-12-12,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,346,12,4,0,0,4.94,16.94,6.21,cloudy,51
2025-12-13,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,347,12,4,1,0,9.77,8.46,14.04,clear,48
2025-12-14,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,348,12,4,1,0,5.86,27.14,6.24,white_wind,50
2025-12-15,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,349,12,4,0,0,8.09,18.06,8.79,cloudy,51
2025-12-16,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,350,12,4,0,0,7.46,16.4,8.69,cloudy,55
2025-12-17,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,351,12,4,0,0,4.74,22.07,5.71,cloudy,58
2025-12-18,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,352,12,4,0,0,7.26,23.71,7.32,cloudy,54
2025-12-19,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,353,12,4,0,0,8.27,18.55,10.4,cloudy,51
2025-12-20,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,354,12,4,1,0,7.41,20.29,10.85,cloudy,48
2025-12-21,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,355,12,4,1,0,4.34,24.61,3.5,white_wind,56
2025-12-22,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,356,12,4,0,0,12.08,17.81,10.25,clear,50
2025-12-23,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,357,12,4,0,0,8.18,21.61,6.93,cloudy,56
2025-12-24,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,358,12,4,0,0,6.1,9.67,12.96,clear,49
2025-12-25,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,359,12,4,0,0,12.26,12.01,12.88,clear,57
2025-12-26,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,360,12,4,0,0,9.88,22.92,7.44,cloudy,53
2025-12-27,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,361,12,4,1,0,5.46,11.36,13.49,clear,45
2025-12-28,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,362,12,4,1,0,5.97,20.35,5.5,cloudy,51
2025-12-29,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,363,12,4,0,0,8.15,17.89,7.4,cloudy,51
2025-12-30,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,364,12,4,0,0,9.57,16.42,13.06,clear,52
2025-12-31,M04,Mine_04,4494,538,1,I01,Diesel,1.15,0.1,5,28,365,12,4,0,1,10.51,13.46,10.79,clear,62
2024-01-01,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,1,1,1,0,0,5.54,23.96,8.02,cloudy,11
2024-01-02,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,2,1,1,0,0,10.23,21.32,11.14,cloudy,13
2024-01-03,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,3,1,1,0,0,11.39,25.99,5.66,cloudy,11
2024-01-04,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,4,1,1,0,0,8.69,18.5,9.46,cloudy,12
2024-01-05,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,5,1,1,0,0,9.46,13.01,9.99,cloudy,11
2024-01-06,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,6,1,1,1,0,9.88,17.38,6.68,cloudy,12
2024-01-07,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,7,1,1,1,0,11.42,16.81,9.51,cloudy,10
2024-01-08,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,8,1,1,0,0,9.52,1.59,15.07,clear,11
2024-01-09,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,9,1,1,0,0,9.89,13.52,7.34,cloudy,11
2024-01-10,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,10,1,1,0,0,8.21,18.6,10.47,cloudy,10
2024-01-11,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,11,1,1,0,0,8.24,14.0,12.88,clear,11
2024-01-12,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,12,1,1,0,0,12.67,12.49,9.86,cloudy,11
2024-01-13,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,13,1,1,1,0,14.35,21.67,7.7,cloudy,9
2024-01-14,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,14,1,1,1,0,9.58,10.53,14.94,clear,11
2024-01-15,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,15,1,1,0,0,11.53,20.13,8.38,cloudy,13
2024-01-16,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,16,1,1,0,0,7.71,7.7,11.52,clear,13
2024-01-17,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,17,1,1,0,0,9.77,32.09,1.44,white_wind,12
2024-01-18,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,18,1,1,0,0,9.77,14.07,13.88,clear,11
2024-01-19,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,19,1,1,0,0,14.79,13.26,11.91,clear,12
2024-01-20,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,20,1,1,1,0,11.87,21.89,8.24,cloudy,10
2024-01-21,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,21,1,1,1,0,7.67,12.36,12.57,clear,11
2024-01-22,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,22,1,1,0,0,5.8,23.44,4.4,cloudy,13
2024-01-23,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,23,1,1,0,0,8.72,16.77,8.25,cloudy,11
2024-01-24,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,24,1,1,0,0,11.84,13.67,11.91,clear,10
2024-01-25,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,25,1,1,0,0,12.3,12.87,13.36,clear,11
2024-01-26,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,26,1,1,0,0,13.44,21.31,9.76,cloudy,13
2024-01-27,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,27,1,1,1,0,7.06,15.29,8.47,cloudy,10
2024-01-28,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,28,1,1,1,0,13.14,16.34,10.78,clear,9
2024-01-29,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,29,1,1,0,0,11.86,16.84,12.19,clear,12
2024-01-30,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,30,1,1,0,0,13.05,14.24,8.71,cloudy,13
2024-01-31,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,31,1,1,0,1,13.59,16.41,13.07,clear,12
2024-02-01,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,32,2,1,0,0,17.86,12.43,15.39,clear,11
2024-02-02,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,33,2,1,0,0,14.75,12.69,17.43,clear,12
2024-02-03,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,34,2,1,1,0,12.38,6.12,15.45,clear,10
2024-02-04,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,35,2,1,1,0,13.24,14.48,11.28,clear,10
2024-02-05,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,36,2,1,0,0,9.87,2.23,18.7,clear,12
2024-02-06,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,37,2,1,0,0,9.69,14.11,12.7,clear,12
2024-02-07,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,38,2,1,0,0,7.68,10.58,15.19,clear,12
2024-02-08,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,39,2,1,0,0,9.0,14.37,12.54,clear,13
2024-02-09,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,40,2,1,0,0,14.06,5.69,14.92,clear,12
2024-02-10,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,41,2,1,1,0,10.25,0.87,20.25,clear,10
2024-02-11,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,42,2,1,1,0,13.75,9.61,10.84,clear,10
2024-02-12,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,43,2,1,0,0,15.87,5.3,15.36,clear,12
2024-02-13,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,44,2,1,0,0,13.18,0.77,21.06,clear,12
2024-02-14,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,45,2,1,0,0,14.18,15.93,7.29,cloudy,12
2024-02-15,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,46,2,1,0,0,10.49,20.8,6.11,cloudy,12
2024-02-16,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,47,2,1,0,0,12.48,6.29,16.34,clear,12
2024-02-17,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,48,2,1,1,0,16.47,10.49,13.62,clear,12
2024-02-18,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,49,2,1,1,0,10.01,8.98,11.59,clear,11
2024-02-19,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,50,2,1,0,0,15.23,6.75,13.71,clear,12
2024-02-20,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,51,2,1,0,0,17.19,14.57,8.12,cloudy,13
2024-02-21,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,52,2,1,0,0,14.04,16.53,11.89,clear,13
2024-02-22,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,53,2,1,0,0,8.71,5.15,14.86,clear,12
2024-02-23,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,54,2,1,0,0,13.75,10.52,16.68,clear,12
2024-02-24,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,55,2,1,1,0,12.75,17.85,9.25,cloudy,11
2024-02-25,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,56,2,1,1,0,14.14,14.17,10.43,clear,11
2024-02-26,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,57,2,1,0,0,14.82,14.96,9.82,cloudy,12
2024-02-27,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,58,2,1,0,0,11.04,18.04,8.44,cloudy,11
2024-02-28,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,59,2,1,0,0,10.88,17.87,9.31,cloudy,12
2024-02-29,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,60,2,1,0,1,12.62,15.81,15.62,clear,12
2024-03-01,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,61,3,1,0,0,10.59,10.42,12.05,clear,11
2024-03-02,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,62,3,1,1,0,13.38,7.16,13.75,clear,11
2024-03-03,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,63,3,1,1,0,12.71,9.99,13.15,clear,11
2024-03-04,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,64,3,1,0,0,19.57,6.08,17.36,clear,12
2024-03-05,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,65,3,1,0,0,10.42,2.52,13.62,clear,12
2024-03-06,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,66,3,1,0,0,11.02,7.44,15.28,clear,12
2024-03-07,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,67,3,1,0,0,14.02,11.19,10.61,clear,11
2024-03-08,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,68,3,1,0,0,15.13,5.44,16.5,clear,12
2024-03-09,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,69,3,1,1,0,18.65,7.74,13.05,clear,11
2024-03-10,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,70,3,1,1,0,16.97,7.9,8.98,cloudy,11
2024-03-11,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,71,3,1,0,0,14.95,16.9,10.36,clear,12
2024-03-12,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,72,3,1,0,0,13.6,6.54,15.53,clear,13
2024-03-13,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,73,3,1,0,0,15.08,16.77,8.34,cloudy,11
2024-03-14,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,74,3,1,0,0,11.28,7.7,12.74,clear,11
2024-03-15,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,75,3,1,0,0,11.99,16.6,6.81,cloudy,12
2024-03-16,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,76,3,1,1,0,9.04,16.25,11.58,clear,11
2024-03-17,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,77,3,1,1,0,12.14,13.83,13.03,clear,10
2024-03-18,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,78,3,1,0,0,15.08,3.71,14.21,clear,10
2024-03-19,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,79,3,1,0,0,12.11,14.43,9.6,cloudy,12
2024-03-20,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,80,3,1,0,0,10.65,7.98,13.87,clear,12
2024-03-21,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,81,3,1,0,0,11.64,6.94,19.53,clear,12
2024-03-22,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,82,3,1,0,0,14.31,15.99,11.2,clear,11
2024-03-23,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,83,3,1,1,0,11.81,16.84,7.51,cloudy,11
2024-03-24,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,84,3,1,1,0,14.52,3.29,17.03,clear,10
2024-03-25,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,85,3,1,0,0,9.06,9.17,10.39,clear,12
2024-03-26,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,86,3,1,0,0,10.11,16.42,11.37,clear,11
2024-03-27,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,87,3,1,0,0,10.96,15.45,13.96,clear,11
2024-03-28,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,88,3,1,0,0,8.89,13.07,15.16,clear,11
2024-03-29,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,89,3,1,0,0,19.46,7.85,15.69,clear,11
2024-03-30,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,90,3,1,1,0,9.3,12.4,10.52,clear,11
2024-03-31,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,91,3,1,1,1,14.26,6.7,11.79,clear,12
2024-04-01,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,92,4,2,0,0,10.24,13.98,7.93,cloudy,10
2024-04-02,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,93,4,2,0,0,10.55,9.54,7.06,cloudy,12
2024-04-03,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,94,4,2,0,0,12.52,7.88,15.59,clear,11
2024-04-04,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,95,4,2,0,0,8.04,11.85,11.85,clear,11
2024-04-05,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,96,4,2,0,0,9.95,6.98,16.51,clear,12
2024-04-06,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,97,4,2,1,0,11.17,7.87,17.21,clear,9
2024-04-07,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,98,4,2,1,0,9.34,4.7,15.87,clear,10
2024-04-08,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,99,4,2,0,0,9.31,1.59,17.53,clear,9
2024-04-09,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,100,4,2,0,0,14.0,11.46,11.25,clear,12
2024-04-10,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,101,4,2,0,0,13.71,3.24,15.62,clear,12
2024-04-11,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,102,4,2,0,0,10.01,6.9,16.15,clear,11
2024-04-12,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,103,4,2,0,0,10.81,9.85,12.69,clear,11
2024-04-13,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,104,4,2,1,0,14.02,4.36,15.12,clear,8
2024-04-14,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,105,4,2,1,0,7.27,2.98,16.47,clear,10
2024-04-15,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,106,4,2,0,0,11.59,6.42,16.74,clear,10
2024-04-16,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,107,4,2,0,0,15.58,10.99,10.98,clear,12
2024-04-17,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,108,4,2,0,0,15.46,12.76,11.47,clear,11
2024-04-18,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,109,4,2,0,0,5.6,1.21,17.94,clear,11
2024-04-19,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,110,4,2,0,0,8.44,12.21,14.45,clear,10
2024-04-20,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,111,4,2,1,0,10.66,6.97,13.99,clear,9
2024-04-21,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,112,4,2,1,0,6.83,3.19,14.83,clear,10
2024-04-22,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,113,4,2,0,0,8.36,4.65,14.61,clear,10
2024-04-23,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,114,4,2,0,0,9.58,13.41,13.61,clear,10
2024-04-24,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,115,4,2,0,0,13.32,10.31,17.32,clear,12
2024-04-25,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,116,4,2,0,0,9.59,9.03,10.6,clear,11
2024-04-26,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,117,4,2,0,0,10.13,10.25,10.46,clear,10
2024-04-27,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,118,4,2,1,0,10.76,14.43,10.41,clear,10
2024-04-28,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,119,4,2,1,0,10.72,8.35,14.07,clear,9
2024-04-29,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,120,4,2,0,0,9.32,9.33,15.07,clear,9
2024-04-30,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,121,4,2,0,1,6.14,15.91,8.08,cloudy,12
2024-05-01,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,122,5,2,0,0,10.98,7.17,12.08,clear,10
2024-05-02,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,123,5,2,0,0,9.97,12.95,11.83,clear,11
2024-05-03,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,124,5,2,0,0,6.03,6.3,14.28,clear,10
2024-05-04,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,125,5,2,1,0,6.94,6.92,16.58,clear,10
2024-05-05,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,126,5,2,1,0,10.74,8.88,14.63,clear,10
2024-05-06,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,127,5,2,0,0,9.91,12.69,12.88,clear,12
2024-05-07,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,128,5,2,0,0,6.47,16.85,9.34,cloudy,12
2024-05-08,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,129,5,2,0,0,7.47,10.36,18.0,clear,10
2024-05-09,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,130,5,2,0,0,7.66,0.89,15.71,clear,10
2024-05-10,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,131,5,2,0,0,9.44,13.78,12.46,clear,10
2024-05-11,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,132,5,2,1,0,10.89,24.81,2.8,white_wind,10
2024-05-12,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,133,5,2,1,0,7.8,10.85,10.21,clear,8
2024-05-13,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,134,5,2,0,0,10.43,0.05,16.64,clear,9
2024-05-14,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,135,5,2,0,0,9.56,11.43,15.87,clear,11
2024-05-15,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,136,5,2,0,0,7.76,10.51,13.32,clear,11
2024-05-16,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,137,5,2,0,0,3.5,10.12,11.64,clear,10
2024-05-17,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,138,5,2,0,0,4.41,16.44,10.61,clear,10
2024-05-18,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,139,5,2,1,0,8.7,19.15,8.5,cloudy,9
2024-05-19,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,140,5,2,1,0,2.43,15.11,9.36,cloudy,9
2024-05-20,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,141,5,2,0,0,6.87,10.33,9.76,cloudy,10
2024-05-21,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,142,5,2,0,0,8.94,18.01,12.16,cloudy,10
2024-05-22,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,143,5,2,0,0,6.68,2.42,17.25,clear,10
2024-05-23,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,144,5,2,0,0,4.66,7.22,19.17,clear,9
2024-05-24,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,145,5,2,0,0,3.91,8.02,16.06,clear,10
2024-05-25,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,146,5,2,1,0,7.93,11.59,13.42,clear,9
2024-05-26,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,147,5,2,1,0,6.94,14.96,9.56,cloudy,10
2024-05-27,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,148,5,2,0,0,4.91,10.85,10.17,clear,10
2024-05-28,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,149,5,2,0,0,8.14,6.76,14.14,clear,10
2024-05-29,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,150,5,2,0,0,7.48,18.18,6.44,cloudy,9
2024-05-30,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,151,5,2,0,0,9.68,11.06,13.9,clear,9
2024-05-31,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,152,5,2,0,1,6.49,13.23,14.98,clear,10
2024-06-01,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,153,6,2,1,0,4.52,16.07,9.39,cloudy,9
2024-06-02,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,154,6,2,1,0,4.44,13.15,13.5,clear,9
2024-06-03,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,155,6,2,0,0,-0.18,13.32,9.82,cloudy,10
2024-06-04,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,156,6,2,0,0,4.89,19.4,7.64,cloudy,9
2024-06-05,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,157,6,2,0,0,4.34,14.27,9.07,cloudy,10
2024-06-06,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,158,6,2,0,0,0.92,18.69,3.96,white_wind,10
2024-06-07,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,159,6,2,0,0,4.04,16.94,9.45,cloudy,9
2024-06-08,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,160,6,2,1,0,7.33,25.93,5.32,cloudy,8
2024-06-09,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,161,6,2,1,0,2.0,16.44,12.12,clear,8
2024-06-10,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,162,6,2,0,0,1.3,17.97,10.76,clear,9
2024-06-11,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,163,6,2,0,0,6.32,20.91,9.32,cloudy,10
2024-06-12,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,164,6,2,0,0,5.01,14.84,8.43,cloudy,9
2024-06-13,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,165,6,2,0,0,10.94,10.8,13.61,clear,9
2024-06-14,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,166,6,2,0,0,-0.14,11.94,15.51,clear,8
2024-06-15,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,167,6,2,1,0,4.82,12.16,12.75,clear,9
2024-06-16,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,168,6,2,1,0,3.68,9.41,17.32,clear,9
2024-06-17,M04,Mine_04,4494,538,1,I02,Explosives,38.0,0.18,5,6,169,6,2,0,0,2.91,17.19,13.85,clear,8
